"CrashName","Name","Sex","Age","Speed","VehicleDamage","PartyCategory","Sobriety","VehicleDirection","MovementPrecedingCollision","PartyType","OtherAssociatedFactor","VehicleCount","ViolationCode","ViolationCodeDescription"
"CR-0000091495","ACV-0000186788","M","54","","Minor","Driver","Had Not Been Drinking","West","Making U-Turn","Panel Truck","Stop And Go Traffic","1","21801","Yield Left Turn"
"CR-0000091528","ACV-0000186861","M","47","","Moderate","Driver","Impairment Not Known","West","Making Left Turn","Panel Truck","Other Violation","1","22101","Regulation Of Turns At Intersection"
"CR-0000091526","ACV-0000186854","M","49","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Panel Truck","Other","1","22350","Speeding"
"CR-0000091528","ACV-0000186862","M","26","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Train","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091510","ACV-0000186818","F","18","","Minor","Driver","Had Not Been Drinking","North","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091498","ACV-0000186795","F","17","","None","Driver","Had Not Been Drinking","West","Making Left Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000091502","ACV-0000186802","F","25","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent;Other Violation","1","22350","Speeding"
"CR-0000091468","ACV-0000186735","F","49","","Minor","Driver","Impairment Not Known","North","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091470","ACV-0000186740","M","27","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091526","ACV-0000186857","M","28","","Minor","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091501","ACV-0000186801","M","19","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091510","ACV-0000186819","F","40","","Not Applicable","Bicycle","Had Not Been Drinking","South","Other (Bike)","Bicycle","None Apparent","1","21200","Laws Applied To Bike"
"CR-0000091466","ACV-0000186728","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Unknown","Other Violation","1","22350","Speeding"
"CR-0000091492","ACV-0000186783","F","68","","Moderate","Driver","Had Not Been Drinking","East","Ran Off Road","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000091519","ACV-0000186840","M","19","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091527","ACV-0000186860","F","77","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091491","ACV-0000186782","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091514","ACV-0000186826","M","49","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000091520","ACV-0000186842","F","45","","Minor","Driver","Had Not Been Drinking","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091479","ACV-0000186759","F","60","","Major","Driver","Had Not Been Drinking","West","Making Left Turn","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091468","ACV-0000186736","","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Unknown","Other Violation","1","22350","Speeding"
"CR-0000091499","ACV-0000186796","F","47","","Major","Driver","Had Not Been Drinking","West","Making Right Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000091512","ACV-0000186823","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091516","ACV-0000186832","M","27","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000091527","ACV-0000186858","M","59","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Panel Truck","None Apparent","1","22350","Speeding"
"CR-0000091501","ACV-0000186800","","0","","Unknown","Driver","Impairment Not Known","South","Changing Lanes","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000091493","ACV-0000186784","M","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","22450","Fail Stop/Sign"
"CR-0000091504","ACV-0000186806","M","15","","Totaled","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","21658","Unsafe Lane Change"
"CR-0000091497","ACV-0000186792","M","41","","Minor","Driver","Impairment Not Known","North","Making Left Turn","Car","None Apparent","1","21801","Yield Left Turn"
"CR-0000091509","ACV-0000186817","M","17","","Major","Driver","Had Been Drinking - Under Influence","East","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000091511","ACV-0000186821","F","42","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091472","ACV-0000186743","F","35","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091487","ACV-0000186775","F","20","","None","Driver","Impairment Not Known","West","Making Left Turn","Car","Unknown","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000091476","ACV-0000186751","F","18","","Minor","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091481","ACV-0000186762","F","33","","Minor","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091478","ACV-0000186757","F","72","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091522","ACV-0000186846","M","69","","Moderate","Driver","Impairment Not Known","North","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091470","ACV-0000186739","M","0","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000091508","ACV-0000186815","","0","","Unknown","Driver","Impairment Not Known","Unknown","Other","Car","Other Violation","1","21658","Unsafe Lane Change"
"CR-0000091524","ACV-0000186852","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091529","ACV-0000186864","F","34","","Major","Driver","Had Not Been Drinking","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091480","ACV-0000186763","M","44","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Panel Truck","None Apparent","1","20002","Leave Accident Scene"
"CR-0000091500","ACV-0000186798","F","19","","Major","Driver","Impairment Not Known","West","Proceeding Straight","Car","Inattention","1","21804","Yield From Driveway/Curb"
"CR-0000091472","ACV-0000186742","F","18","","Major","Driver","Had Been Drinking - Not Under Influence","North","Making Left Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000091484","ACV-0000186768","M","42","","Minor","Driver","Had Not Been Drinking","West","Changing Lanes","Car","None Apparent","1","00001","Other Improper Driving"
"CR-0000091493","ACV-0000186785","F","21","","Moderate","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091497","ACV-0000186793","M","56","","Minor","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091531","ACV-0000186867","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000091524","ACV-0000186851","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091483","ACV-0000186767","M","29","","Not Applicable","Pedestrian","Had Not Been Drinking","North","Proceeding Straight","Skateboard","Vision Obscurement","1","21456","Pedestrian Don't Walk"
"CR-0000091497","ACV-0000186794","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car With Trailer","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091480","ACV-0000186760","M","44","","Minor","Driver","Impairment Not Known","East","Traveling Wrong Way","Car","None Apparent","1","21651","Divided Highway"
"CR-0000091475","ACV-0000186748","M","80","","Moderate","Driver","Had Not Been Drinking","East","Traveling Wrong Way","Car","None Apparent","1","21460","Driving Over Centerline"
"CR-0000091512","ACV-0000186822","F","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000091517","ACV-0000186836","M","53","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091526","ACV-0000186855","M","66","","Minor","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091481","ACV-0000186761","F","42","","Moderate","Driver","Impairment Not Known","South","Stopped","Car","Unknown","1","21703","Follow Too Closely"
"CR-0000091474","ACV-0000186747","F","59","","Moderate","Driver","Had Not Been Drinking","East","Changing Lanes","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091521","ACV-0000186843","F","57","","None","Driver","Impairment Not Known","North","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091507","ACV-0000186814","F","64","","Minor","Driver","Impairment Not Known","East","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091516","ACV-0000186833","M","19","","Major","Driver","Had Not Been Drinking","West","Backing","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091476","ACV-0000186750","M","68","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Inattention","1","21802","Yield Stop Sign"
"CR-0000091530","ACV-0000186865","M","70","","Minor","Driver","Had Not Been Drinking","South","Making Left Turn","Car","Unknown","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000091487","ACV-0000186776","F","26","","Not Applicable","Pedestrian","Impairment Not Known","North","Proceeding Straight","Pedestrian","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091502","ACV-0000186803","M","64","","Totaled","Driver","Had Not Been Drinking","South","Proceeding Straight","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091523","ACV-0000186849","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091496","ACV-0000186790","M","54","","Minor","Driver","Had Not Been Drinking","North","Making Left Turn","Car","Other","1","22107","Unsafe Turn Movement"
"CR-0000091486","ACV-0000186772","","0","","Unknown","Driver","Impairment Not Known","Unknown","Making Right Turn","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000091477","ACV-0000186754","M","32","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Motorcycle/Moped","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091526","ACV-0000186856","M","43","","Minor","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091495","ACV-0000186789","M","61","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Bus - Other","Stop And Go Traffic","1","Not Applicable","Not Applicable"
"CR-0000091482","ACV-0000186765","M","18","","Major","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Other Violation","1","Not Applicable","Not Applicable"
"CR-0000091494","ACV-0000186786","M","33","","Major","Driver","Had Not Been Drinking","East","Ran Off Road","Car","Inattention","1","21663","Driving On Sidewalk"
"CR-0000091486","ACV-0000186773","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091506","ACV-0000186810","M","18","","Major","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","22350","Speeding"
"CR-0000091505","ACV-0000186809","F","48","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091489","ACV-0000186778","F","40","","Major","Driver","Impairment Not Known","West","Proceeding Straight","Car","Inattention","1","21453","Run Red Light"
"CR-0000091506","ACV-0000186812","M","36","","Minor","Driver","Impairment Not Known","North","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091466","ACV-0000186730","M","51","","Minor","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091466","ACV-0000186729","F","24","","Minor","Driver","Had Not Been Drinking","East","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091513","ACV-0000186825","M","18","","Not Applicable","Other","Impairment Not Known","East","Making Right Turn","Scooter Motorized","None Apparent","1","Unknown","Unknown"
"CR-0000091531","ACV-0000186868","F","32","","Not Applicable","Pedestrian","Impairment Not Known","North","Other (Ped)","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091523","ACV-0000186848","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091466","ACV-0000186731","F","22","","Minor","Driver","Had Not Been Drinking","East","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091469","ACV-0000186737","F","18","","Not Applicable","Pedestrian","Had Not Been Drinking","North","Entering Traffic","Pedestrian","Stop And Go Traffic","1","21954","Pedestrian Yield Car"
"CR-0000091519","ACV-0000186839","F","40","","Moderate","Driver","Had Not Been Drinking","West","Making Left Turn","Car","Unknown","1","21801","Yield Left Turn"
"CR-0000091477","ACV-0000186752","M","28","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000091482","ACV-0000186764","M","66","","Moderate","Driver","Had Not Been Drinking","East","Making Left Turn","Car","None Apparent","1","22102","U-Turn Business District"
"CR-0000091478","ACV-0000186758","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091488","ACV-0000186774","F","58","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","21703","Follow Too Closely"
"CR-0000091496","ACV-0000186791","M","39","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Other","1","Not Applicable","Not Applicable"
"CR-0000091499","ACV-0000186797","M","63","","Major","Driver","Had Not Been Drinking","West","Making Right Turn","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091506","ACV-0000186811","M","19","","Major","Driver","Impairment Not Known","North","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091514","ACV-0000186827","M","16","","Not Applicable","Bicycle","Had Not Been Drinking","West","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091505","ACV-0000186808","M","43","","Not Applicable","Pedestrian","Had Been Drinking - Under Influence","North","Other (Ped)","Pedestrian","None Apparent","1","21955","Crossing Controlled Intersection/Jaywalking"
"CR-0000091513","ACV-0000186824","F","56","","None","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091473","ACV-0000186745","M","31","","Moderate","Bicycle","Impairment Not Known","West","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091518","ACV-0000186838","M","62","","Moderate","Driver","Impairment Not Known","East","Making Left Turn","Car","Inattention;Entering/Leaving Ramp","1","Unknown","Unknown"
"CR-0000091476","ACV-0000186753","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091524","ACV-0000186850","","0","","Major","Driver","Impairment Not Known","South","Other Unsafe Turning","Panel Truck","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000091473","ACV-0000186744","M","56","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091539","ACV-0000186883","M","52","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091536","ACV-0000186876","M","19","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091541","ACV-0000186886","M","31","","Major","Driver","Had Been Drinking - Under Influence","South","Proceeding Straight","Car","None Apparent","1","00001","Other Improper Driving"
"CR-0000091532","ACV-0000186870","M","25","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091534","ACV-0000186872","M","49","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Panel Truck","None Apparent","1","22350","Speeding"
"CR-0000091537","ACV-0000186879","M","64","","Minor","Driver","Had Not Been Drinking","South","Stopped","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091535","ACV-0000186873","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Unknown","None Apparent","1","22350","Speeding"
"CR-0000091540","ACV-0000186884","F","26","","Major","Driver","Had Been Drinking - Under Influence","East","Proceeding Straight","Car","Other Violation","1","00001","Other Improper Driving"
"CR-0000091537","ACV-0000186877","M","32","","Moderate","Driver","Had Been Drinking - Under Influence","South","Proceeding Straight","Panel Truck","None Apparent","1","23152","Driving Drunk"
"CR-0000091535","ACV-0000186874","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091540","ACV-0000186885","F","39","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091537","ACV-0000186878","M","19","","Major","Driver","Had Not Been Drinking","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091538","ACV-0000186881","M","24","","Minor","Driver","Impairment Not Known","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091532","ACV-0000186869","M","64","","Minor","Driver","Had Been Drinking - Under Influence","North","Proceeding Straight","Car","Other Violation","1","23152","Driving Drunk"
"CR-0000091534","ACV-0000186871","M","49","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Inattention","1","22350","Speeding"
"CR-0000091538","ACV-0000186880","","0","","Minor","Driver","Impairment Not Known","North","Making Left Turn","Car","None Apparent","1","22350","Speeding"
"CR-0000091539","ACV-0000186882","F","28","","Major","Driver","Had Not Been Drinking","North","Making Right Turn","Car","Other Violation","1","21453","Run Red Light"
"CR-0000091536","ACV-0000186875","M","56","","Moderate","Driver","Impairment Not Known","West","Making Left Turn","Car","None Apparent","1","21453","Run Red Light"
"CR-0000091555","ACV-0000186910","M","60","","Minor","Driver","Impairment Not Known","North","Stopped","Panel Truck","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091545","ACV-0000186891","F","63","","Minor","Driver","Had Not Been Drinking","West","Making Left Turn","Car","None Apparent","1","21804","Yield From Driveway/Curb"
"CR-0000091552","ACV-0000186904","M","53","","Major","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091559","ACV-0000186917","M","30","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Panel Truck","Inattention","1","Unknown","Unknown"
"CR-0000091556","ACV-0000186911","","0","","Minor","Driver","Impairment Not Known","West","Traveling Wrong Way","Unknown","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000091553","ACV-0000186905","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000091544","ACV-0000186890","M","73","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091545","ACV-0000186892","M","30","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Motorcycle/Moped","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091546","ACV-0000186894","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091548","ACV-0000186897","M","46","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091553","ACV-0000186906","F","31","","Major","Driver","Impairment Not Known","East","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091543","ACV-0000186888","M","23","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000091544","ACV-0000186889","","0","","Moderate","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091542","ACV-0000186887","F","43","","Minor","Driver","Under Drug Influence","South","Ran Off Road","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000091547","ACV-0000186895","F","23","","Major","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","12500","Unlicensed Driver"
"CR-0000091560","ACV-0000186919","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Inattention","1","Unknown","Unknown"
"CR-0000091558","ACV-0000186915","","0","","Unknown","Driver","Impairment Not Known","North","Making Right Turn","Car","Inattention","1","Unknown","Unknown"
"CR-0000091555","ACV-0000186909","","0","","Unknown","Driver","Impairment Not Known","North","Making U-Turn","Car","Other Violation","1","21801","Yield Left Turn"
"CR-0000091549","ACV-0000186899","M","24","","Minor","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091560","ACV-0000186920","F","19","","Unknown","Driver","Impairment Not Known","North","Stopped","Car","Stop And Go Traffic","1","Unknown","Unknown"
"CR-0000091549","ACV-0000186898","","0","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000091550","ACV-0000186900","","0","","Unknown","Driver","Impairment Not Known","West","Other","Unknown","None Apparent","1","21658","Unsafe Lane Change"
"CR-0000091558","ACV-0000186916","F","73","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091551","ACV-0000186901","M","32","","Minor","Driver","Impairment Not Known","East","Proceeding Straight","Emergency Vehicle","None Apparent","1","22350","Speeding"
"CR-0000091554","ACV-0000186907","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Unknown","Other Violation","1","21200","Laws Applied To Bike"
"CR-0000091557","ACV-0000186913","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Unknown","Other Violation","1","21954","Pedestrian Yield Car"
"CR-0000091559","ACV-0000186918","M","35","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000091556","ACV-0000186912","F","36","","Minor","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091552","ACV-0000186903","F","40","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","22450","Fail Stop/Sign"
"CR-0000091546","ACV-0000186893","F","44","","Minor","Driver","Impairment Not Known","North","Parking Maneuver","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000091554","ACV-0000186908","M","43","","Not Applicable","Bicycle","Had Not Been Drinking","East","Proceeding Straight","Bicycle","Unknown","1","Not Applicable","Not Applicable"
"CR-0000091557","ACV-0000186914","M","27","","Unknown","Pedestrian","Had Not Been Drinking","East","Other (Ped)","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091551","ACV-0000186902","F","31","","Minor","Driver","Impairment Not Known","East","Slowing/Stopping","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091548","ACV-0000186896","M","40","","Minor","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000091577","ACV-0000186954","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000091590","ACV-0000186978","M","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091602","ACV-0000187002","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091588","ACV-0000186973","F","0","","Minor","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000091596","ACV-0000186989","M","42","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091574","ACV-0000186947","M","55","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000091583","ACV-0000186965","M","32","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000091587","ACV-0000186972","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091571","ACV-0000186941","M","27","","Unknown","Driver","Impairment Not Known","East","Backing","Car","Unknown","1","Unknown","Unknown"
"CR-0000091568","ACV-0000186936","F","22","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000091572","ACV-0000186943","M","69","","Unknown","Driver","Impairment Not Known","East","Entering Traffic","Car","Unknown","1","Unknown","Unknown"
"CR-0000091574","ACV-0000186948","","0","","Unknown","Driver","Impairment Not Known","Unknown","Backing","Car","Unknown","1","Unknown","Unknown"
"CR-0000091582","ACV-0000186964","","0","","Unknown","Unknown","Impairment Not Known","North","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000091578","ACV-0000186955","M","31","","Unknown","Driver","Impairment Not Known","West","Making Left Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000091564","ACV-0000186926","F","33","","Moderate","Driver","Impairment Not Known","West","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091571","ACV-0000186942","","0","","Unknown","Parked","Not Applicable","Unknown","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000091595","ACV-0000186986","F","36","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091600","ACV-0000186996","F","43","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091588","ACV-0000186974","M","28","","Minor","Driver","Had Not Been Drinking","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091563","ACV-0000186924","F","45","","Not Applicable","Pedestrian","Had Not Been Drinking","South","Other (Ped)","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091595","ACV-0000186987","M","74","","Major","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091575","ACV-0000186949","M","29","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000091562","ACV-0000186922","M","25","","Major","Driver","Impairment Not Known","East","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000091602","ACV-0000187000","F","49","","Major","Driver","Had Been Drinking - Under Influence","South","Proceeding Straight","Car","Inattention","1","21658","Unsafe Lane Change"
"CR-0000091570","ACV-0000186939","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000091589","ACV-0000186975","F","49","","Moderate","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","21703","Follow Too Closely"
"CR-0000091578","ACV-0000186956","F","62","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
